Longitude (x),Latitude (y),Nom de la Station,ID climatologique,Date/Heure,Année,Mois,Jour,Qualité des Données,Temp max.(°C),Temp max. Indicateur,Temp min.(°C),Temp min. Indicateur,Temp moy.(°C),Temp moy. Indicateur,DJC (°C),DJC Indicateur,DJR (°C),DJR Indicateur,Pluie tot. (mm),Pluie tot. Indicateur,Neige tot. (cm),Neige tot. Indicateur,Précip. tot. (mm),Précip. tot. Indicateur,Neige au sol (cm),Neige au sol Indicateur,Dir. raf. max. (10s deg),Dir. raf. max. Indicateur,Vit. raf. max. (km/h),Vit. raf. max. Indicateur
"-73,74","45,47",MONTREAL INTL A,7025251,2023-05-07,2023,5,7,,"22,8",,"9,1",,"16,0",,"2,0",,"0,0",,"0,0",,"0,0",,"0,0",,,,28.0,,46.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-05-08,2023,5,8,,"18,0",,"8,9",,"13,5",,"4,5",,"0,0",,"0,0",,"0,0",,"0,0",,,,31.0,,37.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-05-09,2023,5,9,,"16,4",,"3,7",,"10,1",,"7,9",,"0,0",,"0,0",,"0,0",,"0,0",,,,22.0,,35.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-05-10,2023,5,10,,"23,0",,"5,9",,"14,5",,"3,5",,"0,0",,"0,0",,"0,0",,"0,0",,,,24.0,,48.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-05-11,2023,5,11,,"24,9",,"10,2",,"17,6",,"0,4",,"0,0",,"0,0",,"0,0",,"0,0",,,,22.0,,42.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-05-12,2023,5,12,,"25,8",,"14,3",,"20,1",,"0,0",,"2,1",,"0,0",T,"0,0",,"0,0",T,,,36.0,,49.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-05-13,2023,5,13,,"20,5",,"7,1",,"13,8",,"4,2",,"0,0",,"0,0",,"0,0",,"0,0",,,,33.0,,50.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-05-14,2023,5,14,,"18,6",,"5,0",,"11,8",,"6,2",,"0,0",,"0,0",,"0,0",,"0,0",,,,36.0,,40.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-05-15,2023,5,15,,"22,3",,"8,4",,"15,4",,"2,6",,"0,0",,"0,0",,"0,0",,"0,0",,,,27.0,,58.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-05-16,2023,5,16,,"15,1",,"3,6",,"9,4",,"8,6",,"0,0",,"4,8",,"0,0",,"4,8",,,,2.0,,56.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-05-17,2023,5,17,,"9,6",,"1,3",,"5,5",,"12,5",,"0,0",,"0,0",,"0,0",,"0,0",,,,30.0,,43.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-05-18,2023,5,18,,"15,2",,"0,2",,"7,7",,"10,3",,"0,0",,"0,0",,"0,0",,"0,0",,,,20.0,,34.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-05-19,2023,5,19,,"23,4",,"6,6",,"15,0",,"3,0",,"0,0",,"0,0",,"0,0",,"0,0",,,,17.0,,37.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-05-20,2023,5,20,,"22,1",,"14,0",,"18,1",,"0,0",,"0,1",,"4,2",,"0,0",,"4,2",,,,15.0,,48.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-05-21,2023,5,21,,"22,9",,"8,6",,"15,8",,"2,2",,"0,0",,"0,0",T,"0,0",,"0,0",T,,,22.0,,49.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-05-22,2023,5,22,,"15,7",,"4,6",,"10,2",,"7,8",,"0,0",,"0,0",,"0,0",,"0,0",,,,3.0,,34.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-05-23,2023,5,23,,,M,,M,,M,,M,,M,,M,,M,,M,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2023-05-24,2023,5,24,,,M,,M,,M,,M,,M,"8,4",,"0,0",,"8,4",,,,36.0,,47.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-05-25,2023,5,25,,"19,2",,"6,0",,"12,6",,"5,4",,"0,0",,"0,0",,"0,0",,"0,0",,,,36.0,,36.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-05-26,2023,5,26,,"22,2",,"6,2",,"14,2",,"3,8",,"0,0",,"0,0",,"0,0",,"0,0",,,,26.0,,38.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-05-27,2023,5,27,,"26,7",,"11,2",,"19,0",,"0,0",,"1,0",,"0,0",,"0,0",,"0,0",,,,22.0,,39.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-05-28,2023,5,28,,"31,2",,"14,3",,"22,8",,"0,0",,"4,8",,"0,0",,"0,0",,"0,0",,,,22.0,,44.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-05-29,2023,5,29,,"23,0",,"12,0",,"17,5",,"0,5",,"0,0",,"0,0",,"0,0",,"0,0",,,,2.0,,39.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-05-30,2023,5,30,,"27,9",,"10,1",,"19,0",,"0,0",,"1,0",,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2023-05-31,2023,5,31,,"31,3",,"15,3",,"23,3",,"0,0",,"5,3",,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2023-06-01,2023,6,1,,"34,3",,"17,1",,"25,7",,"0,0",,"7,7",,"0,0",T,"0,0",,"0,0",T,,,36.0,,67.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-06-02,2023,6,2,,"32,0",,"13,0",,"22,5",,"0,0",,"4,5",,"0,2",,"0,0",,"0,2",,,,3.0,,62.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-06-03,2023,6,3,,"20,6",,"9,2",,"14,9",,"3,1",,"0,0",,"0,0",,"0,0",,"0,0",,,,4.0,,64.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-06-04,2023,6,4,,"20,3",,"6,5",,"13,4",,"4,6",,"0,0",,"0,0",,"0,0",,"0,0",,,,4.0,,49.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-06-05,2023,6,5,,"22,6",,"9,8",,"16,2",,"1,8",,"0,0",,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2023-06-06,2023,6,6,,"20,7",,"12,9",,"16,8",,"1,2",,"0,0",,"0,2",,"0,0",,"0,2",,,,33.0,,60.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-06-07,2023,6,7,,"16,4",,"10,6",,"13,5",,"4,5",,"0,0",,"4,6",,"0,0",,"4,6",,,,3.0,,44.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-06-08,2023,6,8,,"18,5",,"9,8",,"14,2",,"3,8",,"0,0",,"2,2",,"0,0",,"2,2",,,,3.0,,36.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-06-09,2023,6,9,,"19,4",,"11,0",,"15,2",,"2,8",,"0,0",,"0,0",T,"0,0",,"0,0",T,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2023-06-10,2023,6,10,,"22,6",,"12,6",,"17,6",,"0,4",,"0,0",,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2023-06-11,2023,6,11,,"26,6",,"13,3",,"20,0",,"0,0",,"2,0",,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2023-06-12,2023,6,12,,"29,6",,"18,9",,"24,3",,"0,0",,"6,3",,"0,0",T,"0,0",,"0,0",T,,,14.0,,37.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-06-13,2023,6,13,,"22,4",,"15,4",,"18,9",,"0,0",,"0,9",,"15,4",,"0,0",,"15,4",,,,13.0,,43.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-06-14,2023,6,14,,"24,7",,"11,4",,"18,1",,"0,0",,"0,1",,"0,0",T,"0,0",,"0,0",T,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2023-06-15,2023,6,15,,"25,8",,"15,3",,"20,6",,"0,0",,"2,6",,"4,0",,"0,0",,"4,0",,,,1.0,,36.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-06-16,2023,6,16,,"23,8",,"15,9",,"19,9",,"0,0",,"1,9",,"0,0",T,"0,0",,"0,0",T,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2023-06-17,2023,6,17,,"16,7",,"13,3",,"15,0",,"3,0",,"0,0",,"4,8",,"0,0",,"4,8",,,,2.0,,44.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-06-18,2023,6,18,,"20,4",,"12,1",,"16,3",,"1,7",,"0,0",,"0,0",T,"0,0",,"0,0",T,,,2.0,,35.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-06-19,2023,6,19,,"22,4",,"12,4",,"17,4",,"0,6",,"0,0",,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2023-06-20,2023,6,20,,"25,8",,"12,1",,"19,0",,"0,0",,"1,0",,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2023-06-21,2023,6,21,,"27,2",,"14,5",,"20,9",,"0,0",,"2,9",,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2023-06-22,2023,6,22,,"29,1",,"16,5",,"22,8",,"0,0",,"4,8",,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2023-06-23,2023,6,23,,"30,7",,"17,2",,"24,0",,"0,0",,"6,0",,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2023-06-24,2023,6,24,,"24,7",,"19,8",,"22,3",,"0,0",,"4,3",,"23,4",,"0,0",,"23,4",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2023-06-25,2023,6,25,,"25,9",,"19,1",,"22,5",,"0,0",,"4,5",,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2023-06-26,2023,6,26,,"30,4",,"18,8",,"24,6",,"0,0",,"6,6",,"0,0",T,"0,0",,"0,0",T,,,14.0,,48.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-06-27,2023,6,27,,"27,1",,"19,8",,"23,5",,"0,0",,"5,5",,"4,8",,"0,0",,"4,8",,,,14.0,,41.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-06-28,2023,6,28,,,M,,M,,M,,M,,M,"8,2",,"0,0",,"8,2",,,,23.0,,40.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-06-29,2023,6,29,,,M,,M,,M,,M,,M,"5,6",,"0,0",,"5,6",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2023-06-30,2023,6,30,,"28,0",,"16,7",,"22,4",,"0,0",,"4,4",,"0,0",T,"0,0",,"0,0",T,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2023-07-01,2023,7,1,,"25,1",,"19,5",,"22,3",,"0,0",,"4,3",,"27,4",,"0,0",,"27,4",,,,17.0,,38.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-07-02,2023,7,2,,"26,8",,"19,9",,"23,4",,"0,0",,"5,4",,"3,4",,"0,0",,"3,4",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2023-07-03,2023,7,3,,"28,6",,"19,2",,"23,9",,"0,0",,"5,9",,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2023-07-04,2023,7,4,,"28,4",,"20,2",,"24,3",,"0,0",,"6,3",,"3,6",,"0,0",,"3,6",,,,8.0,,56.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-07-05,2023,7,5,,"30,8",,"20,2",,"25,5",,"0,0",,"7,5",,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2023-07-06,2023,7,6,,"32,5",,"21,6",,"27,1",,"0,0",,"9,1",,"0,0",T,"0,0",,"0,0",T,,,19.0,,43.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-07-07,2023,7,7,,"27,9",,"21,3",,"24,6",,"0,0",,"6,6",,"0,6",,"0,0",,"0,6",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2023-07-08,2023,7,8,,"29,3",,"20,8",,"25,1",,"0,0",,"7,1",,"0,0",,"0,0",,"0,0",,,,20.0,,32.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-07-09,2023,7,9,,"27,9",,"20,0",,"24,0",,"0,0",,"6,0",,"4,8",,"0,0",,"4,8",,,,16.0,,35.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-07-10,2023,7,10,,"22,1",,"19,6",,"20,9",,"0,0",,"2,9",,"11,4",,"0,0",,"11,4",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2023-07-11,2023,7,11,,"29,4",,"19,3",,"24,4",,"0,0",,"6,4",,"3,6",,"0,0",,"3,6",,,,23.0,,47.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-07-12,2023,7,12,,"25,7",,"17,8",,"21,8",,"0,0",,"3,8",,"0,0",,"0,0",,"0,0",,,,26.0,,35.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-07-13,2023,7,13,,"27,6",,"18,3",,"23,0",,"0,0",,"5,0",,"38,6",,"0,0",,"38,6",,,,25.0,,98.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-07-14,2023,7,14,,"25,9",,"17,0",,"21,5",,"0,0",,"3,5",,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2023-07-15,2023,7,15,,"28,1",,"18,2",,"23,2",,"0,0",,"5,2",,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2023-07-16,2023,7,16,,"27,6",,"20,7",,"24,2",,"0,0",,"6,2",,"13,4",,"0,0",,"13,4",,,,23.0,,36.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-07-17,2023,7,17,,"28,5",,"20,9",,"24,7",,"0,0",,"6,7",,"0,0",,"0,0",,"0,0",,,,22.0,,48.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-07-18,2023,7,18,,"26,6",,"18,7",,"22,7",,"0,0",,"4,7",,"11,8",,"0,0",,"11,8",,,,26.0,,34.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-07-19,2023,7,19,,"26,2",,"17,4",,"21,8",,"0,0",,"3,8",,"0,0",,"0,0",,"0,0",,,,26.0,,36.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-07-20,2023,7,20,,"27,9",,"16,6",,"22,3",,"0,0",,"4,3",,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2023-07-21,2023,7,21,,"26,1",,"18,2",,"22,2",,"0,0",,"4,2",,"27,4",,"0,0",,"27,4",,,,23.0,,49.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-07-22,2023,7,22,,"25,0",,"17,6",,"21,3",,"0,0",,"3,3",,"0,0",T,"0,0",,"0,0",T,,,27.0,,49.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-07-23,2023,7,23,,,M,,M,,M,,M,,M,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2023-07-24,2023,7,24,,,M,,M,,M,,M,,M,"0,4",,"0,0",,"0,4",,,,20.0,,39.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-07-25,2023,7,25,,"27,1",,"19,1",,"23,1",,"0,0",,"5,1",,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2023-07-26,2023,7,26,,"29,3",,"20,1",,"24,7",,"0,0",,"6,7",,"1,0",,"0,0",,"1,0",,,,22.0,,40.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-07-27,2023,7,27,,"25,4",,"19,2",,"22,3",,"0,0",,"4,3",,"28,8",,"0,0",,"28,8",,,,26.0,,33.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-07-28,2023,7,28,,"27,9",,"19,5",,"23,7",,"0,0",,"5,7",,"24,2",,"0,0",,"24,2",,,,24.0,,45.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-07-29,2023,7,29,,"19,5",,"13,7",,"16,6",,"1,4",,"0,0",,"0,4",,"0,0",,"0,4",,,,3.0,,35.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-07-30,2023,7,30,,"24,7",,"11,5",,"18,1",,"0,0",,"0,1",,"7,2",,"0,0",,"7,2",,,,21.0,,48.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-07-31,2023,7,31,,"22,8",,"13,7",,"18,3",,"0,0",,"0,3",,"3,6",,"0,0",,"3,6",,,,29.0,,41.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-08-01,2023,8,1,,"21,6",,"11,6",,"16,6",,"1,4",,"0,0",,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2023-08-02,2023,8,2,,"24,2",,"11,4",,"17,8",,"0,2",,"0,0",,"0,0",,"0,0",,"0,0",,,,22.0,,37.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-08-03,2023,8,3,,"25,0",,"16,8",,"20,9",,"0,0",,"2,9",,"8,6",,"0,0",,"8,6",,,,28.0,,55.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-08-04,2023,8,4,,"25,8",,"17,7",,"21,8",,"0,0",,"3,8",,"0,0",,"0,0",,"0,0",,,,18.0,,33.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-08-05,2023,8,5,,"25,2",,"15,9",,"20,6",,"0,0",,"2,6",,"0,0",,"0,0",,"0,0",,,,27.0,,34.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-08-06,2023,8,6,,"26,4",,"15,5",,"21,0",,"0,0",,"3,0",,"0,0",,"0,0",,"0,0",,,,25.0,,37.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-08-07,2023,8,7,,"22,0",,"18,3",,"20,2",,"0,0",,"2,2",,"4,0",,"0,0",,"4,0",,,,13.0,,38.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-08-08,2023,8,8,,"26,1",,"18,4",,"22,3",,"0,0",,"4,3",,"7,4",,"0,0",,"7,4",,,,13.0,,33.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-08-09,2023,8,9,,"27,4",,"17,1",,"22,3",,"0,0",,"4,3",,"0,0",,"0,0",,"0,0",,,,25.0,,41.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-08-10,2023,8,10,,"26,5",,"16,1",,"21,3",,"0,0",,"3,3",,"16,2",,"0,0",,"16,2",,,,22.0,,51.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-08-11,2023,8,11,,"23,6",,"16,0",,"19,8",,"0,0",,"1,8",,"0,0",,"0,0",,"0,0",,,,27.0,,46.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-08-12,2023,8,12,,"24,9",,"14,2",,"19,6",,"0,0",,"1,6",,"20,2",,"0,0",,"20,2",,,,12.0,,39.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-08-13,2023,8,13,,"25,4",,"18,4",,"21,9",,"0,0",,"3,9",,"0,0",T,"0,0",,"0,0",T,,,23.0,,48.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-08-14,2023,8,14,,"24,3",,"15,9",,"20,1",,"0,0",,"2,1",,"0,0",,"0,0",,"0,0",,,,24.0,,32.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-08-15,2023,8,15,,"26,4",,"15,6",,"21,0",,"0,0",,"3,0",,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2023-08-16,2023,8,16,,"25,1",,"19,4",,"22,3",,"0,0",,"4,3",,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2023-08-17,2023,8,17,,"28,3",,"18,4",,"23,4",,"0,0",,"5,4",,"0,2",,"0,0",,"0,2",,,,16.0,,49.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-08-18,2023,8,18,,"24,1",,"15,9",,"20,0",,"0,0",,"2,0",,"8,4",,"0,0",,"8,4",,,,24.0,,50.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-08-19,2023,8,19,,"19,3",,"14,3",,"16,8",,"1,2",,"0,0",,"8,0",,"0,0",,"8,0",,,,26.0,,44.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-08-20,2023,8,20,,"25,6",,"15,6",,"20,6",,"0,0",,"2,6",,"0,0",T,"0,0",,"0,0",T,,,23.0,,46.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-08-21,2023,8,21,,"22,3",,"14,6",,"18,5",,"0,0",,"0,5",,"0,0",,"0,0",,"0,0",,,,1.0,,37.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-08-22,2023,8,22,,"24,0",,"13,0",,"18,5",,"0,0",,"0,5",,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2023-08-23,2023,8,23,,"25,5",,"12,5",,"19,0",,"0,0",,"1,0",,"0,0",,"0,0",,"0,0",,,,21.0,,33.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-08-24,2023,8,24,,"26,1",,"15,7",,"20,9",,"0,0",,"2,9",,"4,8",,"0,0",,"4,8",,,,13.0,,45.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-08-25,2023,8,25,,"20,4",,"16,2",,"18,3",,"0,0",,"0,3",,"0,8",,"0,0",,"0,8",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2023-08-26,2023,8,26,,"25,6",,"15,4",,"20,5",,"0,0",,"2,5",,"1,2",,"0,0",,"1,2",,,,3.0,,39.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-08-27,2023,8,27,,"23,6",,"14,2",,"18,9",,"0,0",,"0,9",,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2023-08-28,2023,8,28,,"25,1",,"13,6",,"19,4",,"0,0",,"1,4",,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2023-08-29,2023,8,29,,"25,8",,"17,4",,"21,6",,"0,0",,"3,6",,"0,6",,"0,0",,"0,6",,,,14.0,,34.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-08-30,2023,8,30,,,M,,M,,M,,M,,M,"32,2",,"0,0",,"32,2",,,,30.0,,49.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-08-31,2023,8,31,,"20,7",,"10,2",,"15,5",,"2,5",,"0,0",,"0,0",,"0,0",,"0,0",,,,27.0,,35.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-09-01,2023,9,1,,"23,3",,"12,5",,"17,9",,"0,1",,"0,0",,"0,0",,"0,0",,"0,0",,,,20.0,,31.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-09-02,2023,9,2,,,M,,M,,M,,M,,M,"0,0",,"0,0",,"0,0",,,,23.0,,57.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-09-03,2023,9,3,,"27,8",,"18,7",,"23,3",,"0,0",,"5,3",,"0,0",,"0,0",,"0,0",,,,20.0,,35.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-09-04,2023,9,4,,"29,6",,"19,5",,"24,6",,"0,0",,"6,6",,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2023-09-05,2023,9,5,,"31,1",,"21,4",,"26,3",,"0,0",,"8,3",,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2023-09-06,2023,9,6,,"31,9",,"21,7",,"26,8",,"0,0",,"8,8",,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2023-09-07,2023,9,7,,"30,0",,"22,1",,"26,1",,"0,0",,"8,1",,"0,0",T,"0,0",,"0,0",T,,,22.0,,42.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-09-08,2023,9,8,,"26,6",,"17,7",,"22,2",,"0,0",,"4,2",,"0,6",,"0,0",,"0,6",,,,22.0,,39.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-09-09,2023,9,9,,"22,0",,"14,3",,"18,2",,"0,0",,"0,2",,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2023-09-10,2023,9,10,,"19,2",,"14,9",,"17,1",,"0,9",,"0,0",,"13,0",,"0,0",,"13,0",,,,4.0,,34.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-09-11,2023,9,11,,"23,8",,"14,2",,"19,0",,"0,0",,"1,0",,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2023-09-12,2023,9,12,,"22,3",,"14,5",,"18,4",,"0,0",,"0,4",,"0,2",,"0,0",,"0,2",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2023-09-13,2023,9,13,,"23,8",,"14,6",,"19,2",,"0,0",,"1,2",,"9,2",,"0,0",,"9,2",,,,24.0,,40.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-09-14,2023,9,14,,"16,8",,"11,2",,"14,0",,"4,0",,"0,0",,"0,0",,"0,0",,"0,0",,,,26.0,,42.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-09-15,2023,9,15,,"22,1",,"8,7",,"15,4",,"2,6",,"0,0",,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2023-09-16,2023,9,16,,"24,3",,"12,7",,"18,5",,"0,0",,"0,5",,"0,0",,"0,0",,"0,0",,,,28.0,,32.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-09-17,2023,9,17,,"23,4",,"11,4",,"17,4",,"0,6",,"0,0",,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2023-09-18,2023,9,18,,,M,,M,,M,,M,,M,"0,0",T,"0,0",,"0,0",T,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2023-09-19,2023,9,19,,,M,,M,,M,,M,,M,"4,0",,"0,0",,"4,0",,,,29.0,,40.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-09-20,2023,9,20,,"20,0",,"10,3",,"15,2",,"2,8",,"0,0",,"0,0",,"0,0",,"0,0",,,,21.0,,34.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2023-09-21,2023,9,21,,"21,1",,"8,8",,"15,0",,"3,0",,"0,0",,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2023-09-22,2023,9,22,,"22,7",,"10,0",,"16,4",,"1,6",,"0,0",,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2023-09-23,2023,9,23,,"22,1",,"10,6",,"16,4",,"1,6",,"0,0",,"0,0",,"0,0",,"0,0",,,,,M,,M
